name,date,message
hornik,2000-11-26,Use `${var-value}' form for providing default values.
hornik,2000-11-26,ftable2table has long been superseded by as.ftable.
hornik,2000-11-26,Add section on flat contingency tables.
hornik,2000-11-26,Updated.
hornik,2000-11-26,Improve doc string for AC_ARG_WITH(gnome).
hornik,2000-11-26,Update macros for GNOME and libglade.
hornik,2000-11-26,Improve explanation of options.
hornik,2000-11-26,Add info on R Unix shlib.
hornik,2000-11-26,Create source dependencies for single suffix rules.
hornik,2000-11-26,New file.
hornik,2000-11-26,INSTALL runs cleanup only when told explicitly.
ripley,2000-11-26,"add read.octave, data.restore"
hornik,2000-11-26,Always use `${NAME:-VALUE}'.
maechler,2000-11-26,.
ripley,2000-11-25,Windows catch-up
ripley,2000-11-25,internal code for .Renviron
ripley,2000-11-25,move .Renviron processing to C code
ripley,2000-11-25,clean up better
ripley,2000-11-25,make row.names generic
hornik,2000-11-25,Update.
hornik,2000-11-25,Cannot break without loop.
hornik,2000-11-25,Use `R CMD'; update; improve references.
hornik,2000-11-25,Updated.
hornik,2000-11-25,Correct info on configure defaults; typo.
hornik,2000-11-25,Mention tools `LINK' and `Rprof'.
hornik,2000-11-25,More automake-like style.
hornik,2000-11-25,Add target `libR'.
ripley,2000-11-25,remove alias clash with file() connections function
ripley,2000-11-25,more checks in edit.default()
ripley,2000-11-25,"check for editor="""" and check return code from system"
ripley,2000-11-25,doc updates
ripley,2000-11-25,header-files changes
ripley,2000-11-25,more space for those with large font settings
hornik,2000-11-25,Standardize version and usage messages.
hornik,2000-11-25,Don't show indices twice.  More platform independence.
hornik,2000-11-25,Fix example to reflect correct usage.
hornik,2000-11-25,Simplify code in system.file().
ripley,2000-11-25,add Devices.h
ripley,2000-11-25,more graphics header re-organization
ripley,2000-11-25,"<foo.h>, small renaming"
ripley,2000-11-25,R_ext/Graphics.h -> Rgraphics.c
ripley,2000-11-25,revert last change
ripley,2000-11-25,R-ext/Graphics.h -> Rgraphics.h
ripley,2000-11-25,try for some coherency in the ordering
maechler,2000-11-25,.
pd,2000-11-24,auto-update
ripley,2000-11-24,include Rmath.h in rw1020sp.zip
ripley,2000-11-24,"Mathlib.h -> Rmath.h changes,  tidy up undocumented entry points add public R_ext/Rprint.h for Rprintf etc"
maechler,2000-11-24,"contour(.) default args, now as docu"
hornik,2000-11-24,"Use <foo.h> instead of ""foo.h"" for including R API headers."
hornik,2000-11-24,Cosmetics.
luke,2000-11-24,Added XDestroyImage after JNG/JPEG creation to avild memory leak.
ripley,2000-11-24,add tests for recently broken format changes
hornik,2000-11-24,Cannot have target R depend on Rexecbindir_SCRIPTS on Sun make.
ripley,2000-11-24,don't date-stamp base packages mention Windows ME
ripley,2000-11-24,"move towards Rmath.h from R_ext/Mathlib.h, install Rmath.h"
ripley,2000-11-24,recommend Rmath.h rather than R_ext/Mathlib.h
ripley,2000-11-24,use Rmath.h build via copying to avoid VPATH problems
ripley,2000-11-24,first cut at Rmath.h
maechler,2000-11-24,.
hornik,2000-11-23,Updated.
hornik,2000-11-23,Added `etc/Renviron.in'.
hornik,2000-11-23,New file.
hornik,2000-11-23,Added `Rcmd'; improve variables.
hornik,2000-11-23,Move setting environment variables to `etc/Renviron'. Pass R CMD commands to new wrapper `Rcmd'.
pd,2000-11-23,tcltk fumbles
ripley,2000-11-23,"stamp DESCRIPTION on installed packages with version, platform, date"
ripley,2000-11-23,work around bugs introduced with format.AsIs
ripley,2000-11-23,base `class' in example must be wrong
maechler,2000-11-23,"fix for ""sed -"""
maechler,2000-11-23,"back to original: no ""as.character()"" inside match(.,.)"
maechler,2000-11-23,codoc (half)fixes
ripley,2000-11-23,\describe conversion to text improved
pd,2000-11-23,file location fixes in Tk demos
ripley,2000-11-23,improve tracaback output
ripley,2000-11-23,doc updates
ripley,2000-11-23,improve output formatting
ripley,2000-11-23,*NO* markup in titles: this crashed Windiws CHTML conversion
hornik,2000-11-23,Updated.
hornik,2000-11-23,Rename configure option for building R as shlib.
hornik,2000-11-23,Updated.
maechler,2000-11-23,as.character.factor
ripley,2000-11-23,say explicitly that EPSF is portrait
maechler,2000-11-23,.
pd,2000-11-22,auto-update
maechler,2000-11-22,as.character.factor for speedup
maechler,2000-11-22,match() real fix
maechler,2000-11-22,E-mail fix for Heiner
hornik,2000-11-22,Updated.
hornik,2000-11-22,Improve help text for option `--with-R-shlibs'.
hornik,2000-11-22,Always install GNOME interface files to R_HOME/gnome.
maechler,2000-11-22,.
pd,2000-11-21,auto-update
maechler,2000-11-21,"not ""F"" but ""FALSE"" -- *really*"
maechler,2000-11-21,comment
maechler,2000-11-21,match() check
maechler,2000-11-21,match() W/O as.character
maechler,2000-11-21,"..."" expanded"
maechler,2000-11-21,.
pd,2000-11-20,auto-update
luke,2000-11-20,Added protection of argument to R_RegisterCFinalizer to avoid a race condition.
maechler,2000-11-20,lag.plot() & n2mfrow()
maechler,2000-11-20,forgotten fix of fix
pd,2000-11-20,tcltk changes
maechler,2000-11-20,fix by Thomas Dye (PR#739)
maechler,2000-11-20,comments
maechler,2000-11-20,eda.h; cleanups
maechler,2000-11-20,.
pd,2000-11-19,auto-update
maechler,2000-11-19,.
hornik,2000-11-18,Updated.
hornik,2000-11-18,Add small explanation of output.
hornik,2000-11-18,More acronyms.
maechler,2000-11-18,.
hornik,2000-11-18,Updated.
hornik,2000-11-18,Start @acronym{} markup.
pd,2000-11-17,auto-update
rgentlem,2000-11-17,fixed toplevel context handling - slightly
maechler,2000-11-17,comments
hornik,2000-11-17,Use `chi-squared'.
hornik,2000-11-17,Use `FORTRAN'.
maechler,2000-11-17,.
pd,2000-11-16,auto-update
ripley,2000-11-16,quote factors as well as chars in write.table don't escape embedded quotes when not quoting on output.
hornik,2000-11-16,Unix man names are really our aliases.
hornik,2000-11-16,New arg `qmethod' for dealing with embedded quote characters when quoting.
leisch,2000-11-16,typo
ripley,2000-11-16,make format ouptut for data frames what it was in 1.1.1 `justify' argument to format for character vars unquote results of traceback().
hornik,2000-11-16,Have make clean remove HTML files.
hornik,2000-11-16,Have show.data() always clean up tempfile.
maechler,2000-11-16,"lower=FALSE instead of ""1 - ."""
maechler,2000-11-16,new tcltk.h -> -Wmissing-prototype
ripley,2000-11-16,"tweak explanation of local weighting, use \eqn more"
maechler,2000-11-16,.
tlumley,2000-11-16,change server for make.socket daytime() example
ripley,2000-11-15,comments from Tim Keitt
luke,2000-11-15,Added modifications to support external pointer objects and finalization.
ripley,2000-11-15,explain mr.csv
maechler,2000-11-15,pnorm() fixes (part 2) from James M. Rath
maechler,2000-11-15,"Kjetil K; sort(), 1-line"
hornik,2000-11-15,Update email address for RG.
hornik,2000-11-15,Don't have sed print twice.
hornik,2000-11-15,Misc texinfo changes.
pd,2000-11-15,fix() buglet
hornik,2000-11-15,Heiner Schwarte.
ripley,2000-11-15,typo
hornik,2000-11-15,Updated.
ripley,2000-11-15,mis-copy: using buf after being freed
ripley,2000-11-15,install AUTHORS and THANKS
hornik,2000-11-15,Link to license and contributors functions rather thans docs.
ripley,2000-11-15,clean up better
hornik,2000-11-15,Add GPL URL.
ripley,2000-11-15,>= not > in readLines
maechler,2000-11-15,.
hornik,2000-11-14,Add a paragraph about those who we might have overlooked.
hornik,2000-11-14,Document function license() rather than give it ourselves.
hornik,2000-11-14,Document new function contributors() rather than give them ourselves.
hornik,2000-11-14,New file.
hornik,2000-11-14,Work harder at getting rid of R startup message.
hornik,2000-11-14,Minor changes in startup message.
pd,2000-11-14,auto-update
ripley,2000-11-14,more details of RmSQL odbcGetResults -> odbcFetchRows
hornik,2000-11-14,Updated.
hornik,2000-11-14,Complete email addresses.
hornik,2000-11-14,Updated.
hornik,2000-11-14,Enable R profiling by default.
hornik,2000-11-14,Add some email addresses.
ripley,2000-11-14,"add warning in nlm, error in optim if analytical gradient is the wrong length"
ripley,2000-11-14,#define USE_RINTERNALS
maechler,2000-11-14,.
hornik,2000-11-14,Provide guideline for documenting user-level internal objects.
hornik,2000-11-14,Use `chi-squared'.
hornik,2000-11-14,Updated.
hornik,2000-11-14,Move tests for BSD networking and bitmaps to system services.
hornik,2000-11-14,Improve quoting.
hornik,2000-11-14,Added front-matter files required by GNU strictness.
hornik,2000-11-14,New file.
hornik,2000-11-14,Don't use <FILE.h> for private headers.
ripley,2000-11-13,install Rdiff(.sh) remove need to have /bin/sh.exe installed
ripley,2000-11-13,tweaks
hornik,2000-11-13,Updated.
hornik,2000-11-13,Cosmetics.
leisch,2000-11-13,copy tests dir to log dir
ripley,2000-11-13,default devga font to Arial
hornik,2000-11-13,Updated.
hornik,2000-11-13,Updated.
hornik,2000-11-13,Need to test for ranlib before trying to find libf2c.a.
maechler,2000-11-13,.
pd,2000-11-12,tcltk doc issues
pd,2000-11-12,tkcanvas demo + speed up polling
maechler,2000-11-12,.
tlumley,2000-11-11,"environment(formula) fixes to reformulate, [.formula, drop.terms"
ripley,2000-11-11,add RMySQL examples preserve row names in RPgSQL examples
ripley,2000-11-11,remove comment about preliminary version add xref to optim
maechler,2000-11-11,.
pd,2000-11-10,auto-update
maechler,2000-11-10,add (pager=..) to help()
maechler,2000-11-10,3 (!) series; add ex (using new plot.ts feature)
maechler,2000-11-10,"plot.ts(x,y) configurable"
ripley,2000-11-10,add some interpretative text
ripley,2000-11-10,mention readLines tidy up RPgSQL and RODBC examples
maechler,2000-11-10,.
pd,2000-11-09,auto-update
ripley,2000-11-09,remove args of writeLines
ripley,2000-11-09,add help page for readLines
tlumley,2000-11-09,tests comparing empirical cdf of rfoo with pfoo
tlumley,2000-11-09,bug in rowsum with ngroups=nobservations
pd,2000-11-09,cleanups and cosmetics
murrell,2000-11-09,Fixed bug in screen()
luke,2000-11-09,Modified AdjustHeapSize to only increase R_VSize if full increase is possible. Modified R_SetMaxVSize to use divide rather than multiply in comparingk limits to avoid integer overflow.
ripley,2000-11-09,add readLines function
maechler,2000-11-09,cosm. + -Wshadow
ripley,2000-11-09,t.test allows n=2 median returns NA for zero-length input median and trimmed mean reject complex inputs
maechler,2000-11-09,.
pd,2000-11-08,auto-update
ripley,2000-11-08,first round of RDBMS examples
ripley,2000-11-08,require tcltk!
ripley,2000-11-08,"add blank.lines.skip argument to scan etc change default so that reading """" in a char field is not an NA (like S)"
pd,2000-11-08,saved-parameters bug
ripley,2000-11-08,make install failed on Solaris if there were no GUIs installed
ripley,2000-11-08,ls might give an error if there are no shared libraries
ripley,2000-11-08,explicitly say env vars are documented in config.site document possible need for MAKE in config.site
maechler,2000-11-08,SIXTEN...
maechler,2000-11-08,pass ...
ripley,2000-11-08,pdftex doesn't like markup in sections on Windows
ripley,2000-11-08,more docs on memory interface remove R_NSIZE and R_VSIZE on command-line interfaces xref R-data manual
ripley,2000-11-08,"add R-data manual on Windows, including to GUI menus"
ripley,2000-11-08,cons cell size on 64-bit machine
maechler,2000-11-08,.
pd,2000-11-07,auto-update
tlumley,2000-11-07,move tkfilefind to a demo
ripley,2000-11-07,add second draft of R-data manual
ripley,2000-11-07,give col.names priority over file header line
ripley,2000-11-07,more clarification
hornik,2000-11-07,No need installing `.la' files.
hornik,2000-11-07,Add FIXME about possibly unneeded shlibs.
hornik,2000-11-07,Use SHLIB_EXT rather than `.la' as shlib suffix.
hornik,2000-11-07,No need installing `.la' files.
hornik,2000-11-07,Quote `' in make fragments. Platform override for shlib_cxxldflags on Solaris/g++ with GNU ld.
hornik,2000-11-07,Quote `' in make fragments.
ripley,2000-11-07,"clarify header, sep and quote args"
maechler,2000-11-07,.
hornik,2000-11-07,Using libtool for building shlibs deferred.
hornik,2000-11-07,Support also C++ files with extensions `.cpp' or `.C'.
hornik,2000-11-07,Use .o rather than .lo objects.
hornik,2000-11-07,Updated.
hornik,2000-11-07,Use new make fragment for .c.lo rules.
hornik,2000-11-07,Disable libtool support for building shlibs. Use R_PROG_CC_C_O_LO. Support for GNU Hurd.
hornik,2000-11-07,New macro R_PROG_CC_C_O_LO and make fragement for .c.lo rules.
maechler,2000-11-06,"improved qt(~=0,log)"
maechler,2000-11-06,"better qt(*,log)"
maechler,2000-11-06,NEWS
maechler,2000-11-06,"asin(.), acos(.) do not behave"
maechler,2000-11-06,test early (as qt)
maechler,2000-11-06,ML_NAN =!= NaN
rgentlem,2000-11-06,format changes for data.frames
rgentlem,2000-11-06,format functions
maechler,2000-11-06,qnorm(-900) [fix last fix]
maechler,2000-11-06,qnorm(0)
rgentlem,2000-11-06,changes to format to accomodate complex objects in data frames
rgentlem,2000-11-06,changes to format to accomodate complex objects in data frames.
ripley,2000-11-06,"set shlib_cxxldflags on Solaris to -G not -shared, even on g++"
hornik,2000-11-06,Don't set error in subshell.
maechler,2000-11-06,.
hornik,2000-11-05,Add missing variable SOURCES; fix target TAGS.
hornik,2000-11-05,Updated.
ripley,2000-11-05,\example>s<
ripley,2000-11-05,missing } in fill argument
ripley,2000-11-05,vl and vu etc
ripley,2000-11-05,missing description of append
hornik,2000-11-05,Currently install to Rexecgnomedir.
hornik,2000-11-05,Quiet libtool finish.
hornik,2000-11-05,GNU libtool for shlibs.
hornik,2000-11-05,Improve installation.
hornik,2000-11-05,Added `mdate-sh' from automake CVS.
hornik,2000-11-05,New file.
hornik,2000-11-05,Set `-module' flag in SHLIB_LINK in libtool case.
hornik,2000-11-05,Rewrite for use of libtool. Change OBJECTS from `.o' to `.lo'.
hornik,2000-11-05,Only link against FLIBS if there is Fortran source.
hornik,2000-11-05,Some more automake style coding. Improve/add support for LIBOBJS and ALLOCA. Fix DISTFILES and DEPENDS.
hornik,2000-11-05,Some more automake style coding.
hornik,2000-11-05,Updated.
hornik,2000-11-05,Do something about LTLIBOBJS and LTALLOCA.
ripley,2000-11-05,C++ compatibility of header files
ripley,2000-11-05,yet another missed usage of SA_TYPE
maechler,2000-11-05,.
ripley,2000-11-04,C++ wrappers label lots of terminating #endif's
ripley,2000-11-04,add Nocedal-Wright reference
hornik,2000-11-04,Add automatic support for `.C' and `.cpp' files. Clean up after libtool.
hornik,2000-11-04,Clean up after libtool.
hornik,2000-11-04,Replace LTLINK by SHLIB_LINK. Rewrite SHLIB target using SHLIB_LINK.
hornik,2000-11-04,Replace LTLINK by SHLIB_LINK. Introduce MAIN_LINK.
hornik,2000-11-04,Do not compute R_HOME ourselves.
hornik,2000-11-04,Rewrite to use libtool in any case.
hornik,2000-11-04,Also install libtool to R_HOME/bin.
hornik,2000-11-04,Conditional now called WANT_R_SHLIBS. Replace LTLINK by SHLIB_LINK. Start with Rexecbin_PROGRAMS and corresponding variables.
hornik,2000-11-04,Conditional now called WANT_R_SHLIBS. Replace LTLINK by SHLIB_LINK.
hornik,2000-11-04,Updated.
hornik,2000-11-04,"Remove AM_DISABLE_SHARED (although gives confusing help text. New option `--enable-R-shlibs', conditional now called WANT_R_SHLIBS. Cosmetics (want_Rprof => want_R_profiling)."
hornik,2000-11-04,Updated from autoconf CVS.
ripley,2000-11-04,new options for memory management new function mem.limits
ripley,2000-11-04,document test option
ripley,2000-11-04,don't tilde-expand ~foo
ripley,2000-11-04,tilde-expand omit ~foo for home-brew case
maechler,2000-11-04,.
pd,2000-11-03,auto-update
ripley,2000-11-03,virus scanner info
hornik,2000-11-03,Updated.
hornik,2000-11-03,Change LD_RUN_PATH back to LD_LIBRARY_PATH.
ripley,2000-11-03,"tidy up, two typos"
ripley,2000-11-03,add xrefs clarify dirname's tilde expansion
maechler,2000-11-03,"mention ""generic"", diff.ts"
hornik,2000-11-03,Fix typo.
maechler,2000-11-03,allow options(check.bounds = TRUE)
maechler,2000-11-03,drop #if 0 clause; +comments; mini cosmetic
ripley,2000-11-03,update CRAN reference
hornik,2000-11-03,Updated.
hornik,2000-11-03,Upgraded to current CVS version.
hornik,2000-11-03,Add options `-rpath' and `-avoid-version'.
hornik,2000-11-03,Use `-rpath' in libR.la rule and not in definition of LTLINK.
hornik,2000-11-03,"Don't use R compile time `-L' paths in LD_LIBRARY_PATH. Instead, always add `${R_HOME}/bin to make things work in builddir. Use libtool shlibpath_var name instead of hardwiring LD_LIBRARY_PATH."
hornik,2000-11-03,Add default values for AC_ARG_WITH() and AC_ARG_ENABLE(). Use LD_RUN_PATH rather than LD_LIBRARY_PATH to for shared libraries in non-standard locations.
hornik,2000-11-03,Add default values for AC_ARG_WITH() and AC_ARG_ENABLE(). Add contents of current CVS version of libtool.m4.
hornik,2000-11-03,Removed.
ripley,2000-11-03,remove unused files (rprx has not been tested for ages)
ripley,2000-11-03,dev.print eval args in call as needed
ripley,2000-11-03,"remove usages of winalloc, now we have a working malloc"
ripley,2000-11-03,set a memory usage limit by default
ripley,2000-11-03,follow Unix version
ripley,2000-11-03,another change missed in MM's alterations of include files
maechler,2000-11-03,.
pd,2000-11-02,auto-update
pd,2000-11-02,error if environment<- gets value which is not an environment
ripley,2000-11-02,Rdconv is fussy about spaces ...
ripley,2000-11-02,"Mark gc.time as experimental, inaccurate"
ripley,2000-11-02,revert incorrect example
maechler,2000-11-02,ex
maechler,2000-11-02,"mad(*, low, high)"
ripley,2000-11-02,missed change to SA_TYPE
hornik,2000-11-02,Updated.
hornik,2000-11-02,Rename zero to zerofind also in install-objects.
maechler,2000-11-02,.
maechler,2000-11-01,synced from ../Makefile.in
maechler,2000-11-01,comment about syncing
pd,2000-11-01,environment(NULL) described incorrectly
hornik,2000-11-01,Reconcile SOURCES_NMATH with SOURCES from nmath.
hornik,2000-11-01,Use LINK script for building shlibs.
hornik,2000-11-01,New file.
ripley,2000-11-01,get working again
ripley,2000-11-01,demo/dynload changes
maechler,2000-11-01,2 typos in do_pathexpand
maechler,2000-11-01,take bd0 out of dbinom (C Loader)
maechler,2000-11-01,Startup.h has SA_ (from Defn); many more cleanups
maechler,2000-11-01,Rd2dvi
maechler,2000-11-01,rm extraneous declaration
maechler,2000-11-01,"fix file_sed such that ""_"" and ""$"" are (again!) ok in file names"
luke,2000-11-01,Changed AdjustHeapSize to use adjustments linear in current sizes instead of constants. Added accessor functions for maximal heap size limits.
hornik,2000-11-01,Updated.
maechler,2000-11-01,links (& comparison) of the 2 monthly sunspot data sets
ripley,2000-11-01,change names to avoid virus-scan problems on Windows the Blue Book is the *second* S book
ripley,2000-11-01,doc updates
ripley,2000-11-01,workaround for paths on Cygwin tar remove temp file in building indices
ripley,2000-11-01,improve usage text
maechler,2000-11-01,Loader -> contributors
maechler,2000-11-01,.
pd,2000-10-31,auto-update
hornik,2000-10-31,Updated.
ripley,2000-10-31,add path.expand document R_ExpandFileName
hornik,2000-10-31,Cosmetics.
hornik,2000-10-31,Updated.
hornik,2000-10-31,New test R_PROG_F77_C_O_LO.
ripley,2000-10-31,"lgamma is not ISO C, nor POSIX: use lgammafn"
ripley,2000-10-31,remove vestiges of save(oldstyle=TRUE) and unused code remove non-GenGC versions of code (for readablity)
maechler,2000-10-31,adapted from C.Loader
maechler,2000-10-31,.
maechler,2000-10-30,plot.new() has no argument anymore
maechler,2000-10-30,"many changes a la s/1 - pchisq(a,b)/1 - pchisq(a,b, lower=FALSE)"
maechler,2000-10-30,PR#714
maechler,2000-10-30,@ifnottex instead of @ifhtml; using @eqn{} a bit more
hornik,2000-10-30,Shared library improvements.
maechler,2000-10-30,.
pd,2000-10-29,auto-update
ripley,2000-10-29,increase upper limit on options(width) more informative error messages on options values
ripley,2000-10-29,corrections (PR#689 etc)
ripley,2000-10-29,change dependencies of Rdll target
ripley,2000-10-29,up initial memory reserve to 256Mb
ripley,2000-10-29,percentages are no longer relevant change task so that a gc does occur in a vanilla session
hornik,2000-10-29,Misc documentation changes.
hornik,2000-10-29,Updated.
hornik,2000-10-29,Cosmetics.
ripley,2000-10-29,"return value of gctorture: it had one, and it was from gcinfo!"
ripley,2000-10-29,change gc column labels
ripley,2000-10-29,describe temp dir
ripley,2000-10-29,correct description to R_NGrowIncr. use old n/vsize in calculating usage
ripley,2000-10-29,remove (one) possibility of infinite loop in wsbrk increase initial reservation to 256Mb update docs on this
maechler,2000-10-29,.
pd,2000-10-28,auto-update
ripley,2000-10-28,PR#622: phantoms in plotmath were never typeset
ripley,2000-10-28,"omit arrowheads on 0-length arrows (C C Ritter to R-help, 2000-09-06)"
ripley,2000-10-28,"typos, tweaks"
pd,2000-10-28,refix hsv2rgb
ripley,2000-10-28,"keep GNOME working, somewhat"
ripley,2000-10-28,smooth.spline: correct GCV formula with duplicated points (S has this wrong) eval cv compoent of call in print.smooth.spline if needed
ripley,2000-10-28,allow mode switching in edit.data.frame
maechler,2000-10-28,.
ripley,2000-10-27,"Oops, dropped a line"
ripley,2000-10-27,"correct MM's changes, which do not compile"
ripley,2000-10-27,bug fixes re asynchronous output (e.g from tcltk)
ripley,2000-10-27,"to remove all, need ls(all=TRUE)"
ripley,2000-10-27,"make dataentry non-modal, popups modal (Graphapp bug)"
ripley,2000-10-27,allow tar files as input
ripley,2000-10-27,plot.lm and termplot `ask' args
ripley,2000-10-27,"add ask arg to termplot, change default for plot.lm"
ripley,2000-10-27,remove tab in Usage
maechler,2000-10-27,"plot.new() [not yet, but not to forget]"
maechler,2000-10-27,BIG cleanup for Graphics.h & drivers: -Warn + Rboolean
maechler,2000-10-27,consistency cosmetic
maechler,2000-10-27,logical debug
maechler,2000-10-27,-Warn shadow + cosmetic
maechler,2000-10-27,cosmetic
maechler,2000-10-27,length specs
hornik,2000-10-27,Update .SUFFIXES.
maechler,2000-10-27,.
maechler,2000-10-26,replace frame() by plot.new() in a few places (consistency)
maechler,2000-10-26,replace frame() by plot.new() in a few places (consistency)
pd,2000-10-26,text widget issues
maechler,2000-10-26,white space cosmetic
maechler,2000-10-26,.
pd,2000-10-25,auto-update
pd,2000-10-25,tcltk changes: tkpager and widget destroy fixups
ripley,2000-10-25,docu fixes suggested by bug reports
maechler,2000-10-25,cosmetic
maechler,2000-10-25,- Warn
maechler,2000-10-25,first pass at errorDB.. cleanup
maechler,2000-10-25,move warningcall.. from Defn to Rinternals
pd,2000-10-25,minor fixup
hornik,2000-10-25,Fix omission.
ripley,2000-10-25,plug strsplit memory leaks
ripley,2000-10-25,plug two memory leasks in strsplit
pd,2000-10-25,prop.table et al. - NULL margin case
hornik,2000-10-25,Updated.
ripley,2000-10-25,corrections from bug reports
ripley,2000-10-25,make sys.function() arg name consistent with documentation add docs for several sys.* functions
maechler,2000-10-25,.
pd,2000-10-24,auto-update
ripley,2000-10-24,let rwinst try to find already installed version doc updates
ripley,2000-10-24,typo
maechler,2000-10-24,.
pd,2000-10-23,auto-update
ripley,2000-10-23,fix PR#701
ripley,2000-10-23,"typos, explain partial matching"
ripley,2000-10-23,split up polylines of more than 10K pieces
hornik,2000-10-23,Cosmetics.
ripley,2000-10-23,typos
hornik,2000-10-23,New files.
hornik,2000-10-23,Updated.
hornik,2000-10-23,Start support for libtool and R shared library.
hornik,2000-10-23,Remove AM_CONDITIONAL macro.
ripley,2000-10-23,"change gc() to report allocated rather than free space, give both in Mb"
ripley,2000-10-23,update
ripley,2000-10-23,document primitive gc.time and cross-link
maechler,2000-10-23,-Warn: localize tr_get_next..
maechler,2000-10-23,Warn...
maechler,2000-10-23,.
ripley,2000-10-22,help files for new utilities
ripley,2000-10-22,add/correct aliases
ripley,2000-10-22,"--max-mem-size, remove references to --nsize and --vsize"
ripley,2000-10-22,new chapter on tidying up and profiling R code document WORDS_BIGENDIAN lots of small updates towards 1.2.0
maechler,2000-10-22,.
ripley,2000-10-21,add preliminary version of object.size
ripley,2000-10-21,fix NA-handling in scale
maechler,2000-10-21,.
pd,2000-10-20,auto-update
pd,2000-10-20,booboo in Tk.R
ripley,2000-10-20,USER -> USER_UNIF
ripley,2000-10-20,patch up primitive-funs.R.  What does this do that is useful?
maechler,2000-10-20,.
ihaka,2000-10-20,New names.
pd,2000-10-19,"tcltk change ""tkwin"" object structure and update docs"
ripley,2000-10-19,warn about Dr Solomon's VirusScan
ripley,2000-10-19,update unused DLL caching code to match Windows version (where it is used)
ripley,2000-10-19,doc updates re W2K
ripley,2000-10-19,add `Save to File' menu item
ripley,2000-10-19,fallout of config.h changes
maechler,2000-10-19,.
ihaka,2000-10-18,"Added versions of .External and .Call which allow us to call external code which performs low-level graphics calls.  The new entry points .External.gr and .Call.gr call the orginal functions and on successful return, make an entry in the device driver display list."
hornik,2000-10-18,Eliminate continued comment lines.
guido,2000-10-18,1) Fixed interactive use of Rterm under Win2k. 2) Better rendering of wide dashed lines by devga. 3) PgDown/PgUp and menu items disabled when replaying from the plot    history.
ripley,2000-10-18,make opaqued types non-empty
maechler,2000-10-18,.
pd,2000-10-17,read.tabsep --> read.delim; tkfaq demo; fix $ in Tcl strings
ripley,2000-10-17,commit Console `Save as File' change selection to include final CRLF
ripley,2000-10-17,Unix catch-up
ripley,2000-10-17,F77_SYMBOL -> F77_CALL
hornik,2000-10-17,Remove F77_SYMBOL from API code; make `Rconfig.h' a subset of `config.h'.
hornik,2000-10-17,Updated.
hornik,2000-10-17,Added test R_C_IEEE_754.
maechler,2000-10-17,.
pd,2000-10-16,"reading ragged files, try() construct on tcltk callbacks"
pd,2000-10-16,auto-update
maechler,2000-10-16,.
ripley,2000-10-15,typos
ripley,2000-10-15,add new header files to DISTFILES etc
ripley,2000-10-15,NT or 2000
ripley,2000-10-15,require explict use of R_ext for headers in include/R_ext split Graphics.h into internal Graphics.h and Devices.h and public Graphics.h allow user-specified families in postscript()
maechler,2000-10-15,.
pd,2000-10-14,auto-update
ripley,2000-10-14,change DocumentMedia DocumentFonts (latter to DocumentNeededResources) add static where possible.
ripley,2000-10-14,changed DSC comments in postscript() output
ripley,2000-10-14,add warnings on missing TZ on Linux systems misc improvements
ripley,2000-10-14,some re-writes now DateTime stuff is finished.
ripley,2000-10-14,typo
maechler,2000-10-14,.
pd,2000-10-13,auto-update
hornik,2000-10-13,Updated.
hornik,2000-10-13,Add code for PR 644.
tlumley,2000-10-13,"use .Primitive(""c"") in rm() to prevent overwriting"
ripley,2000-10-13,add R-lang and HTML manuals
ripley,2000-10-13,new-style config.h made by hand (tediously)
ripley,2000-10-13,"uses M_PI, so define here if undefined (e.g. on Windows)"
hornik,2000-10-13,Added R language definition manual.
maechler,2000-10-13,FIXME comment
maechler,2000-10-13,first shot
ripley,2000-10-13,define Win32 rather than Windows
maechler,2000-10-13,more missing do_<...> into Internal.h
maechler,2000-10-13,.
pd,2000-10-12,auto-update
luke,2000-10-12,Enabled node sorting to improve locality of reference.  Sorting only occurs on full collections.
pd,2000-10-12,Add canvas widget commands rename tkcget.entry and tkconfigure.entry to tkentrycget and tkentryconfigure for consistency
maechler,2000-10-12,minor -Wshadow s/*/*/
maechler,2000-10-12,++comment
maechler,2000-10-12,swap 2 lines
maechler,2000-10-12,less -Wshadow
maechler,2000-10-12,M_sqrt_3
maechler,2000-10-12,fix global Rsock headers
maechler,2000-10-12,-Warn: no proto
maechler,2000-10-12,-Warn shadow: s/index/indx/
maechler,2000-10-12,global Rsock headers
maechler,2000-10-12,SEXP do_stop
hornik,2000-10-12,Improve OS type handling and _CONFIG_H conditional.
hornik,2000-10-12,Improve legend for extended mosaics.
ripley,2000-10-12,work arounds for TZ being unset on Linux add copyright statement
ripley,2000-10-12,"add checks for setenv and unsetenv, for use with datetime.c on Linux"
maechler,2000-10-12,.
pd,2000-10-11,auto-update
luke,2000-10-11,Removed initialization of (non-existent!) TAG field for vectors. Made initialization of pointer data in vectors a bit more efficient.
ripley,2000-10-11,add c.POSIXlt
ripley,2000-10-11,typo in \value{}
ripley,2000-10-11,added as.matrix.POSIXlt
maechler,2000-10-11,really remove
hornik,2000-10-11,Added `missing'.
hornik,2000-10-11,Use autoheader/aclocal for maintaining the configure environment.
ripley,2000-10-11,fix as.POSIXct.dates add as.matrix method
maechler,2000-10-11,.
pd,2000-10-10,auto-update
hornik,2000-10-10,Cosmetics.
ripley,2000-10-10,typos
